username,full_text
ThePozmann,ini masalah trust pak kemana manusia indonesia yg punya integritas masalah gcg d hampir semua bumn belum lagi berhadapan risk usaha tanpa intervensi kemana nasib danantara kelaksedih dan piluwajar publik was was pak
NKRIndonesia79,mundur dari ketua pssi mundur dari menteri bumn fokus di danantara
kba_news,mantan sekretaris bumn ragu danantara bebas dari intervensi politik
saru_mind,budaya malu punya ga pak bumn rugi banyak bgt pertamina korupsi besar2an jangan bilang bapak ga tau minimal malu pak mengundurkan diri adalah jalan satria koq malah ikut ngelola danantara ngurus bumn aja kacau
kangrust5,kemungkinan ada dalih karena ini bumn yang dilarang untuk swasta semoga danantara baik2 saja karena ribuan t itu uang rakyat bukan kelompok
detikfinance,menteri umkm pastikan danantara tak pengaruhi penyaluran kur bank bumn
bungfarid,militer hari ini diangkat jadi direktur holding bumn yg tergabung dalam danantara sudah sesuai ini problem ekonominya mafia dan penegakan hukum memang harus purnawirawan jendral yg turun ke gelanggang mantap
cubby_ghum,kali kalo ada dibunyikan saat kampnye pilpres kelas menengah dah pada ngarti arah rezimnya ya makanya senyap eh tapi pas dah jadi langsung gas yak btw komplementer komponen pemasukan apbn dari deviden bumn yang dihilirisasi oleh danantara apaan ya pajak export sda dinaikkan
samsuhu,malah jadi bos danantara urus bumn aj gagal total
rudi_alexander,curiga investornya danantara big fund bumn
DNofers,pertanyaan serius ril apakah danantara itu bumn
Rfadlis1,bapak sby sy kira presiden paling berhati2 jd pasti mampu merasakan aroma asbun rezim skrg rakyat tahu danantara bukan ide murni prabowo tapi advisor2 nya yg punya gagasan aplg dibumbuin kalo ini mirip ide sumitro bpk nya uang deviden bumn yg menggiurkan rawan dimanfaatkan
MediaVoi,menteri umkm sebut pembentukan danantara tak pengaruhi penyaluran kur dari bank bumn
TheStupidLolo,gt perlu membuat urutan mana bumn yang paling profit 1 secara besaran angka 2 besaran persentase jk dibandingkan aset bumn tsb jd kalo aset bumn kecil tp persentase profitnya tinggi perlu dapat nilai plus
nasiyu761,saya percaya danantara akan maju karena seluruh kekayaan bumn dikelola oleh ponakan dan kroninyah percaya karena akan lebih menebalkan pundi keluarga dan istana klo untuk rakyat nah klo ini aku gak percaya
riskidwis93,bumn energi tidak bergantung pada modal asing karena ada danantara
Ginakyo2,et terlalu banyak jabatan kaga ada yg bener hasilnya pssi di obok2 bumn di obok2 next danantara di obok hancur semua di bawah dia klu di negra maju org macam ini dha mundur klu di konoha di piara
lodjidotid,saya tahu bahwa mungkin masih ada keraguan tentang danantara ada yang khawatir janganjangan danantara akan seperti 1mdb itu tidak perlu dipikirkan yang digunakan untuk investasi adalah dividen dari bumn bukan dana masyarakat yang ada di bank
da_tator_id,cuma aset aja itu 9000t cashflow belum tentu ada paling aset mau dijadiin surat utangsahamtukar buku nanti kalo default kayak wakita karya pasti ada yg diambil swasta lokalasing itu bumn krn danantara bukan badan negara negara hny punya 1 saham pengelolaannya korup
bhinneka_news,danantara menyatukan kekuatan ekonomi dalam pengelolaan bumn menciptakan efisiensi dan sinergi untuk mempercepat pembangunan ekonomi nasional
democrazymedia,satu dekade bumn digerogoti korupsi publik kian apatis terhadap danantara
ranz_f8922,danantara akan kelola 7 aset bumn di indonesia
mediaindonesia,menteri badan usaha milik negara bumn erick thohir mengatakan peralihan saham dari perusahaanperusahaan bumn milik pemerintah ke danantara masih dalam proses
digivestasi,danantara solusi kuatkan bumn tanpa harus jual aset negara
allegory1318,danantara strategi baru untuk mengelola dividen bumn menuju kemandirian ekonomi indonesia
allegory1318,danantara pastikan anggaran investasi hasil dividen bumn untuk kemajuan negara
allegory1318,jangan salah ini alasan danantara kelola bumn moncer
pofriciattt,mending danantara jd lembaga yg ngelola dividen bumn jd murni untuk menginvestasikan dari dividennya saja bukan asetnya aset bumn seolah olah ada tangan danantara intervensi kebijakan bumn namun bahayanya tidak boleh diaudit bpk dan kpk merinding loh pak kayak jmn soeharto
Irwansy33654104,danantara berasal dari gabungan bumn
bugiswarta,danantara katanya ini adalah peluang mega korupsi seperti 1mdb karena dikelola politisi faktanya uu 12025 tentang bumn dan pp danantara melrng pngllaan danantara oleh politisi ke3 pengurus danantara rosan pandu dan doni adalah profesional
perspektividn,ambruk semua saham bumn yang didaftarkan ke danantara kak pevita naro saham di sini gak yah
yolandamellya,pembentukan danantara diharapkan mampu mempercepat pertumbuhan ekonomi melalui kapitalisasi aset bumn
wedusgan,mikirnya kejauhan mas makanya sebelum kritik baca dulu yang jadi isu utamanya apakah pengelolaan deviden bumn yang bisanya masuk dalam apbn ketika ketika dikelolah danantara dapat di pertanggungjawabkan nggak kayak 1mdb malaysia
sy_haris,kekhawatiran publik thdp danantara sangat wajar krn bangsa kita tdk memiliki rekam jejak yg baik dlm mengelola korporasi salah urus amp korupsi akibat persekongkolan jahat yg marak di bumn mrpkn indikasi yg amat jelas potensi salah urus amp korupsi serupa bisa terjadi di danantara
revol7hink,boikot pertamina boikot bumn boikot danantara
Oceanita18,waduh di bank bumn yg termasuk dlm danantara good luck ya nder
pengusahacanti1,danantara membawa harapan baru dalam manajemen aset bumn menciptakan sistem ekonomi yang lebih modern efisien dan kompetitif di tingkat global
pengusahacanti1,dengan danantara perusahaanperusahaan bumn dapat dikelola lebih baik melalui skema joint venture yang meningkatkan efektivitas dan akuntabilitas
_aubryne,lagi di mandiri sm mas tellernya ak disuru nyoba kirim cv krn mandiri lg kekurangan pegawai tp trnyata bumn trus nanti larinya buat danantara jd skip bgt
eoshiwin,capecape ngelobby spy tetap jadi menneg bumn amp kewenangannya ga diambil danantara kok diminta mundur are you ok bro rugi donk
TomatskillO,intinya aset bumn bukanlah bagian dr saham danantara aset danantara bersumber dr realokasi yg ada diutas ke 2 link ihsg drop akibat semakin parahnya kondisi ekonomi global konflik geopolitik berkepanjangan perang dagang as china part 2 dan kebijakan trumpnomics
TomatskillO,pilihlah teman yg punya value positif bagi dirimu dan ini berlaku jg di sosial media hanya buzzer tolol yg mengaitkan danantara berimbas sentimen negatif thdp ihsg dan kurs rp tidak ada relevansinya aset bumn dgn danantara apalagi sampai menyebar isu aset bumn bakal beresiko
yofi_aldi,ideks saham gabungan langsung down terutama bumn yg masuk ke danantara ini bagaiman menjelaskannya pak
Dargomb33306384,apalagi pasien danantara adalah 27 bumn bermasalah
pengusahacanti1,konsolidasi aset bumn melalui danantara membuka peluang baru bagi pengelolaan ekonomi yang lebih profesional dan berorientasi jangka panjang
barramahardika,kami yakin danantara akan menimbulkan masalah baru di kemudian hari karena proses pembentukannya sangat tergesagesa di tambah lagi bermunculan nya kasus korupsi di bumnbumn yang nilai nya sangat fantastis mencapai ratusan triliun
Siskaarrr,danantara merupakan langkah strategis untuk mengatur aset negara yang selama ini ada di bumn agar lebih efektif dan terarah
IDNTimes,saham bumn anjlok danantara diminta ambil tindakan ini
36Dpib12339,halo pak tak usah besarbesar kasus restrukturisasi bumn saja carut marut pengelola asuransi jiwasraya bumiputera taspen asabri bpjs dan dana abadi umat islam remuk semua bos
AamiraKeinarra,tidak ada yang profitable jika ada pemerintah indonesia di dalamnya mulai dari bpjs bumn pharmacies bumn karya etc semuanya rugi bertahun tahun tanpa bisa di perbaiki karena semuanya jadi benalu di dalamnya apalagi nanti ada danantara mereka pesta yang lain jadi atms
hasyimmah,kalau kekayaan alam dijual dan dikelola maksimal untuk pemasukan negara bukan memperkaya segelintir pengusaha kalau bumn dan danantara punya profit maksimal kalau korupsi bisa diberantas kalau efisiensi anggaran betulbetul dilaksanakan ya pastinya pajak
idheaputra17,puasa baru 3 hari dan bapak2 ini sudah membual satu kebohongan ditutupi kebohongan lain sementara di berita dana investor sdh kabur krn danantara ini trus kita harus percaya sama org yg urus bumn sama pssi aja ga becus
asepsoep779,dgn sgl hormat pa bgmn kta bisa percaya klo puluhan taun ngelola bumn aja amburadul koruptif jd sapi perahan politisipartai kkn klo bumnnya sdh profesional bikin untung negara scr maksi sptnya kami percaya danantara
gayoesme,danantara kelola 7 aset bumn raksasa
ravidnath,bpi danantara membuka peluang kolaborasi bumn dan publik dalam pembiayaan energi bersih mendorong investasi hijau untuk masa depan berkelanjutan
bem7591,saya fikir danantara tidak lebih dari entitas sebuah bumn saja tetapi ada dana yang jumbo tentu ini faktor dibutuhkan utk investasi project tetapi apakah danantara bisa menjadikan project feasible atau project itu sendiri memang layak dan profitable
Gemoy_i57,pak sebelum danantara gazpoll tlg bersihkan semua tikus2 di bumn cc
heralddotID,pengamat hukum tata negara refly harun dalam podcast terbarunya mengungkapkan dugaan adanya power game atau permainan kekuasaan di lingkar istana yang melibatkan kasus korupsi pertamina serta pembentukan holding bumn baru danantara
xyz07629305,manusia paling gagal di negara ini ya dia handle apa aja jg gagal bola pake cara naturalisasi besar2an bumn hancur2an dikasih danantara yg tinggal memunggu waktu
NduaPius,dalam negeri danantara harus menjamin kesejahteraan bumn yg menjadi anggotanya sehingga mungkin mengurangi beban penambahan modal negara terhadap bumnbumn yang ada maaf kalau salah pandangan saya
Danantara87,ngapain aja cuk sudah 6 tahun di bumn evaluasi terus
Matawanii,danantara mengintegrasikan kekuatan bumn untuk meningkatkan daya saing indonesia
rikywolf444,kadin ntt optimistis bahwa dengan dukungan amp implementasi danantara indonesia pertumbuhan ekonomi nasional dapat terakselerasi secara signifikan langkah ini tidak hanya akan meningkatkan efisiensi bumn tetapi juga membuka peluang investasi besar dari dalam maupun luar negeri
PesonaNegeriku2,coo bpi danantara memastikan tak akan menggunakan uang masyarakat yang tersimpan di bank bumn
PesonaNegeriku2,danantara pastikan anggaran investasi hasil dividen bumn untuk kemajuan negara
PesonaNegeriku2,jangan salah ini alasan danantara kelola bumn moncer
ilmutambang_id,sebuah holding bumn tambang terbesar di indonesia mind id resmi kini bergabung dengan danantara sebuah superholding yang mengelola aset lebih dari rp 9400 triliun banyak para pengamat memiliki pandangan pro amp kontra terkait merger yang dilakukan mind id dengan danantara ini
hambaallah2404,danantara akan buat bumn yang terlibat efisien dan terarah
meliksumanandar,1 uu bumn yg baru bg danantara dikebut dpr tanpa partisipasi publik siapa bisa jamin bebas dr flaws 2 sama spt uu ikn ciptaker amp sejenisnya 3 perlu evaluasi dr legal experts yg independen utk no1 demi pencerahankepentingan publik 4 bukan dr politikus macam sby
ayasaki_ricky,haus jabatan dia bumn pssi sekarang danantara
ErlitaZahrra,bumn holding industri pertambangan indonesia mind id meyakini pembentukan badan pengelola investasi daya anagata nusantara danantara merupakan langkah strategis untuk memperkuat investasi hilirisasi dan industrialisasi nasional
dodybtn,hari gini masih percaya hoax ajakan sesat ambil duit di bank pemerintah krn adanya danantara ngga nyambung banget jaka sembung bawa golok mmg golok banget mrk yg pasti pemerintah punya tujuan posisitf dan itu ngga ganggu bank bumn
Danantara87,mentri bumn ketua pssi pengawas danantara kurang rakus pie saya kira berintegritas tapi ternyata rakus juga
NabilaKeisha7,bumn holding industri pertambangan indonesia mind id meyakini pembentukan badan pengelola investasi daya anagata nusantara danantara merupakan langkah strategis untuk memperkuat investasi hilirisasi dan industrialisasi nasional
blashblues07,gimana gk cemas banyak kasus mega korupsi melibatkan bumn dan penegakan hukum yg kurang terlihat dari respon investor di pasar modal banyak melepas saham yg terafiliasi dgn danantara sampai idr melemah thp usd akibat banyaknya arus modal asing keluar negeri
IDEA_RI,kita akan lihat pak mantan presiden bhw paling lambat 15 tahun lagi uang danantara itu sudah habis dan akan meminta penambahan dana talangan dari pemerintah seperti yang selama ini tejadi pd bumn
GlenwoodNate,pertama tolong jangan bahas masalah ras di sini ini tidak ada hubungannya dengan topik ini saya ingin yang terbaik untuk orang indonesia pemerintah mengalihkan sebagian besar tanggung jawab pengawasan dan pengelolaan bumn dari pemerintah dan menyerahkannya kepada danantara
ri91722809,apa yang disampaikan pak sby menurut saya benar sekali tapi menurut pendapat saya melihat 1 penempatan dan rekam jejak personal pengelolslanya 2 uu bumn yang baru saja disahkan 3 nasib proyek besar pemerintah di masa lalu saya yakin danantara akan gagal total
A146417,selamat pagi pak menjawab pernyataan bapak mengenai tujuan utama danantara adalah untuk memperkuat investasi nasional yang bersifat strategis saya yakin pasti seluruh masyarakat indonesia setuju dan bangga kalau indonesia mempunyai perusahaan induk dari seluruh bumn yang
ian_bastian1,efisiensi ttapi kbinet gemuk program retreat gk pnting program mbg mnuai kntroversial prfit bumn buat bngun prusahaan invstasi danantara yng struktur orgnisasi atasnya diisi olh org yg ter afiliasi kluarga oligarki dmana letakny nilai pancasila trumata sila 2 4 dan 5
dela_pino,omon2nya si erick tohir itu kan aset gabungan tujuh bumn yg angkanya dipinjam buat launching danantara habis itu dibalikin lagi ke pemiliknya
SagitaP_,sampai sekarang baru beberapa hari ihsg sudah anjlok merah terus apbn udah abis abisan buat bayarin proyek ambisius mulai dari ikn sampe mbg terus pemasukan apbn darimana efisiensi sedangkan bumn yg disuruh nyari keuntungan sebesar2nya tp duitnya masuk danantara
updatecakrawala,danantara merupakan langkah strategis mengatur aset negara yang selama ini ada di bumn agar lebih efektif dan terarah
ImarMonte95033,kasus korupsi triliun an di zaman jokowi dan di bawah kementerian erik tohir seperti asabri jiwas raya pt timah terakhir pertamina dan asdp belum lagi bunn lainnya sy curiga bumn ini memang sudah ditargetkan dari awalnya berikutnya danantara
twitkeren,erik tohir ini gimana dia kan pentolannya bumn apalagi ntar ada danantara bumn assemble ngeri ga tuh review super total
jfnikijuluw,korupsi pertamina edan2an menteri bumn nya tenang2 saja tanpa rasa bersalah trus rakyat disuruh percaya dengan orang yang pernah terkena kasus korupsi untuk handle danantara situ sehat
JimirosaSabinan,kalau semua bumn diurus danantara kenapa ada kementrian bumn
SudarsonoD58885,jadi lebih baik diam seribu bahasa pura2 ga ada apa2 seperti et ya apa diam supaya dpt posisi di danantara padahal hampir semua bumn yg dia pimpin korup semua
derarang,sok2an mau buat bank emas danantara dll yg ada ada aja kau ga becus ngurusnya yg anehnya hampir semua perusahaan bumn itu monopoli loh koruptor kalian pelihara udah saatnya uu perampasan asset amp hukuman mati utk koruptor dibuat darurat
